--------------- TreeWidzard Dynamic Cores LOADING INFORAMATION --------------- 
Loaded DP-Cores to TreeWidzard:ChromaticNumber_AtMost - CliqueNumber_AtLeast - ContainsK2Minor - ContainsMinor - FeedbackVertexSetNumber_AtMost - HasHamiltonianCycle - HasHamiltonianPath - HasMultipleEdges - HasPerfectMatching - IndependenceNumber - MaximumDegree_AtLeast - SimpleCliqueNumber_AtLeast - VertexCount - VertexCoverNumber_AtMost - 
----------------------------------------------------------
Property information:

Formula: (( not x and ( not y and  not z)) implies w)

w := ChromaticNumber_AtMost(3)
Core type: Bool
x := MaximumDegree_AtLeast(4)
Core type: Bool
y := SimpleCliqueNumber_AtLeast(3)
Core type: Bool
z := HasMultipleEdges()
Core type: Bool

Search information:

Width parameter: path_width = 5
Search method: ParallelIsomorphismBreadthFirstSearch
Premise flag: ACTIVATED

Search process:
Iteration                ALLSTATES                NEWSTATES                Max WITNESSSET SIZE
1                        2                        1                        1,1,2,1
2                        3                        1                        2,1,4,1
3                        5                        2                        5,1,8,1
4                        8                        3                        14,1,15,1
5                        12                       4                        41,1,26,1
6                        19                       7                        122,1,42,1
7                        29                       10                       122,1,42,1
8                        45                       16                       122,1,42,1
9                        69                       24                       122,1,42,1
10                       106                      37                       122,1,43,1
11                       163                      57                       122,1,45,1
12                       250                      87                       122,1,45,1
13                       384                      134                      122,1,45,1
14                       590                      206                      122,1,45,1
15                       897                      307                      122,1,46,1
16                       1359                     462                      122,1,48,1
17                       2048                     689                      122,1,48,1
18                       3059                     1011                     122,1,48,1
19                       4487                     1428                     122,1,48,1
20                       6492                     2005                     122,1,49,1
21                       9345                     2853                     122,1,50,1
22                       13192                    3847                     122,1,50,1
23                       18150                    4958                     122,1,50,1
24                       24585                    6435                     122,1,50,1
25                       32929                    8344                     122,1,51,1
26                       43172                    10243                    122,1,52,1
27                       55163                    11991                    122,1,52,1
28                       69526                    14363                    122,1,52,1
29                       87516                    17990                    122,1,52,1
30                       108322                   20806                    122,1,52,1
31                       131235                   22913                    122,1,52,1
32                       159282                   28047                    122,1,52,1
33                       193483                   34201                    122,1,52,1
34                       229447                   35964                    122,1,52,1
35                       268213                   38766                    122,1,52,1
36                       314728                   46515                    122,1,52,1
37                       363357                   48629                    122,1,52,1
38                       408991                   45634                    122,1,52,1
